0,上海
1,辽宁大连
2,Antigua and Barbuda
3,广东广州
4,北京
5,四川成都
6,浙江杭州
7,湖南长沙
8,北京
9,广西桂林
10,上海
11,广东广州
12,--
13,北京
14,北京
15,"Berlin, Germany"
16,"Buenos Aires, Argentina"
17,广东深圳
18,北京
19,上海
20,--
21,北京
22,湖南长沙
23,陕西西安
24,江苏无锡
25,--
26,"San Francisco Bay Area, United States"
27,北京
28,广东深圳
29,广东广州
30,北京
31,"P'yŏngyang, North Korea"
32,湖北武汉
33,北京
34,"Boston, United States"
35,上海
36,上海
37,北京
38,北京
39,上海
40,"Montréal, Canada"
41,福建福州
42,上海
43,上海
44,北京
45,北京
46,广东深圳
47,云南昆明
48,北京
49,广东深圳
50,上海
51,上海
52,北京
53,上海
54,北京
55,Western Sahara
56,北京
57,上海
58,北京
59,广东广州
60,北京
61,--
62,北京
63,香港
64,北京
65,北京
66,上海
67,上海
68,"San Francisco Bay Area, United States"
69,"Paris, France"
70,--
71,辽宁沈阳
72,上海
73,"San Francisco Bay Area, United States"
74,--
75,河北唐山
76,--
77,--
78,北京
79,北京
80,上海
81,上海
82,"Gyumri, Armenia"
83,"Paris, France"
84,北京
85,江苏苏州
86,北京
87,--
88,北京
89,陕西西安
90,"New York City, United States"
91,浙江宁波
92,北京
93,安徽合肥
94,浙江台州
95,上海
96,湖北武汉
97,北京
98,--
99,"Clermont-Ferrand, France"
100,北京
101,北京
102,上海
103,陕西咸阳
104,云南昆明
105,江苏苏州
106,北京
107,福建厦门
108,"Los Angeles, United States"
109,四川成都
110,辽宁大连
111,北京
112,北京
113,北京
114,上海
115,北京
116,北京
117,上海
118,--
119,浙江杭州
120,北京
121,四川成都
122,北京
123,北京
124,上海
125,北京
126,河北石家庄
127,江苏南京
128,"Los Angeles, United States"
129,福建厦门
130,上海
131,--
132,上海
133,北京
134,云南怒江
135,广东广州
136,北京
137,--
138,北京
139,"London, United Kingdom"
140,云南大理
141,江苏南京
142,--
143,"Athínai, Greece"
144,上海
145,--
146,北京
147,北京
148,四川成都
149,广东广州
150,北京
151,"Kyoto, Japan"
152,江苏南通
153,天津
154,上海
155,北京
156,北京
157,北京
158,北京
159,--
160,北京
161,Fiji
162,北京
163,山东济南
164,上海
165,上海
166,"Toronto, Canada"
167,北京
168,--
169,--
170,浙江杭州
171,北京
172,北京
173,上海
174,四川宜宾
175,北京
176,北京
177,上海
178,北京
179,"Al-Khartūm, Sudan"
180,湖北神农架林区
181,北京
182,浙江杭州
183,北京
184,"Sydney, Australia"
185,北京
186,北京
187,"London, United Kingdom"
188,广东广州
189,浙江杭州
190,北京
191,广东深圳
192,"Philadelphia, United States"
193,北京
194,上海
195,北京
196,北京
197,北京
198,上海
199,广东珠海
200,北京
201,浙江杭州
202,北京
203,上海
204,江苏南京
205,北京
206,上海
207,--
208,--
209,上海
210,北京
211,天津
212,北京
213,上海
214,四川成都
215,北京
216,浙江绍兴
217,北京
218,北京
219,上海
220,上海
221,"New York City, United States"
222,"Torino, Italy"
223,"Melbourne, Australia"
224,贵州遵义
225,"Minsk, Belarus"
226,江苏南京
227,北京
228,上海
229,安徽合肥
230,上海
231,上海
232,"Ottawa, Canada"
233,江苏南京
234,香港
235,河南郑州
236,北京
237,福建厦门
238,北京
239,北京
240,湖南长沙
241,四川成都
242,上海
243,北京
244,--
245,"Sapporo, Japan"
246,四川成都
247,"Rānchi, India"
248,"P'yŏngyang, North Korea"
249,上海
250,北京
251,江苏南京
252,上海
253,--
254,上海
255,"San Francisco Bay Area, United States"
256,广东潮州
257,广东深圳
258,北京
259,北京
260,广东深圳
261,"Penang, Malaysia"
262,--
263,"Hamburg, Germany"
264,上海
265,"Sydney, Australia"
266,安徽滁州
267,"Chicago, United States"
268,四川阿坝
269,湖北武汉
270,上海
271,上海
272,广东深圳
273,"台北, 台湾"
274,--
275,上海
276,北京
277,浙江杭州
278,江苏无锡
279,北京
280,福建泉州
281,北京
282,北京
283,安徽马鞍山
284,"Auckland, New Zealand"
285,北京
286,"Los Angeles, United States"
287,--
288,北京
289,--
290,北京
291,北京
292,浙江宁波
293,上海
294,上海
295,广东深圳
296,广东深圳
297,广西南宁
298,北京
299,--
300,黑龙江哈尔滨
301,--
302,香港
303,江苏南京
304,北京
305,--
306,江苏无锡
307,北京
308,北京
309,北京
310,北京
311,上海
312,"London, United Kingdom"
313,Singapore
314,--
315,福建南平
316,上海
317,福建福州
318,湖南长沙
319,陕西西安
320,香港
321,香港
322,--
323,湖南常德
324,"Houston, United States"
325,北京
326,北京
327,北京
328,广东深圳
329,Singapore
330,福建厦门
331,广东广州
332,河北承德
333,--
334,--
335,--
336,"Providence, United States"
337,上海
338,上海
339,--
340,--
341,--
342,山东济宁
343,湖北武汉
344,北京
345,上海
346,"Kābol, Afghanistan"
347,陕西西安
348,北京
349,--
350,"Kampala, Uganda"
351,北京
352,辽宁锦州
353,"Kanagawa, Japan"
354,上海
355,--
356,--
357,--
358,上海
359,浙江杭州
360,重庆
361,湖南长沙
362,上海
363,上海
364,"讷河, 齐齐哈尔"
365,湖南长沙
366,北京
367,浙江杭州
368,--
369,上海
370,江苏南京
371,北京
372,香港
373,重庆
374,江苏南京
375,江苏南京
376,北京
377,上海
378,湖南长沙
379,上海
380,宁夏银川
381,浙江杭州
382,广东中山
383,北京
384,福建厦门
385,北京
386,浙江杭州
387,浙江杭州
388,上海
389,北京
390,北京
391,北京
392,江苏南通
393,陕西西安
394,北京
395,上海
396,湖南长沙
397,"Praha, Czech Republic"
398,"Sydney, Australia"
399,浙江杭州
400,上海
401,"临安, 杭州"
402,北京
403,四川成都
404,广东广州
405,北京
406,"Los Angeles, United States"
407,上海
408,吉林长春
409,江苏南京
410,北京
411,"San Francisco Bay Area, United States"
412,北京
413,四川成都
414,广东广州
415,上海
416,北京
417,北京
418,四川成都
419,北京
420,Yugoslavia
421,"Lund, Sweden"
422,"Naha, Japan"
423,北京
424,北京
425,北京
426,广东广州
427,福建厦门
428,--
429,上海
430,香港
431,--
432,北京
433,山东济南
434,福建泉州
435,山东青岛
436,北京
437,北京
438,广东深圳
439,浙江杭州
440,北京
441,"Los Angeles, United States"
442,北京
443,江苏南京
444,"Stockholm, Sweden"
445,北京
446,广东广州
447,广东广州
448,福建福州
449,河北保定
450,北京
451,北京
452,江苏南京
453,云南大理
454,北京
455,北京
456,上海
457,浙江杭州
458,香港
459,北京
460,吉林吉林
461,天津
462,上海
463,--
464,北京
465,北京
466,"Kābol, Afghanistan"
467,北京
468,"Chicago, United States"
469,北京
470,北京
471,--
472,山西太原
473,北京
474,浙江杭州
475,上海
476,北京
477,广东广州
478,北京
479,上海
